

Software Version	2.00.18



Plate Number	Plate 1
Date	12/6/2013
Time	1:16:56 PM
Reader Type:	Synergy H1
Reader Serial Number:	265564
Reading Type	Reader

Procedure Details

Plate Type	Corning 384 well 3573
Well Selection	Runtime
Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Sweep,  Delay: 0 msec,  Measurements/Data Point: 1
Well Mode	
    Dispense	10 µL, Dispenser 2, Rate 225 µL/sec
	All wells
    Read	Luminescence Endpoint
	Full Plate
	Integration Time: 0:00.50 (MM:SS.ss)
	Filter Set 1
	    Emission: Full light
	    Optics: Top,  Gain: 100
	Read Speed: Normal,  Delay: 0 msec
	Extended Dynamic Range
	Read Height: 1 mm
End Mode	



Actual Temperature:	28.2

Results

Well ID	Well	Read 1:600	Read 2:Lum
SPL138	J9	1.004	328
SPL139	K9	1.039	57
SPL140	L9	0.402	31
SPL141	M9	0.755	27
SPL142	N9	0.737	27
SPL143	O9	0.548	22
SPL144	P9	0.544	21
SPL145	A10	0.905	55
SPL146	B10	0.946	55
SPL147	C10	0.843	36
SPL148	D10	0.812	29
SPL149	E10	1.004	951
SPL150	F10	1.012	945
SPL151	G10	0.837	46
SPL152	H10	0.867	36
SPL153	I10	0.963	401
SPL154	J10	0.860	284
SPL155	K10	1.014	61
SPL156	L10	0.042	6
SPL157	M10	0.790	33
SPL158	N10	0.907	35
SPL159	O10	0.606	18
SPL160	P10	0.397	18
SPL161	A11	0.897	40
SPL162	B11	0.952	48
SPL163	C11	0.918	34
SPL164	D11	0.820	41
SPL165	E11	1.031	932
SPL166	F11	1.010	890
SPL167	G11	0.866	40
SPL168	H11	0.854	36
SPL169	I11	1.011	333
SPL170	J11	0.994	333
SPL171	K11	0.802	42
SPL172	L11	0.983	52
SPL173	M11	0.851	29
SPL174	N11	0.847	27
SPL175	O11	0.724	25
SPL176	P11	0.821	28
SPL177	A12	0.931	46
SPL178	B12	0.936	50
SPL179	C12	0.771	38
SPL180	D12	0.828	36
SPL181	E12	0.935	682
SPL182	F12	0.940	867
SPL183	G12	0.860	46
SPL184	H12	0.854	41
SPL185	I12	0.996	329
SPL186	J12	1.042	336
SPL187	K12	0.857	50
SPL188	L12	0.857	51
SPL189	M12	0.853	27
SPL190	N12	0.870	30
SPL191	O12	0.860	32
SPL192	P12	0.847	30
SPL193	A13	0.944	84
SPL194	B13	0.865	48
SPL195	C13	0.927	33
SPL196	D13	0.901	28
SPL197	E13	1.015	929
SPL198	F13	0.981	1002
SPL199	G13	0.827	40
SPL200	H13	0.853	38
SPL201	I13	1.016	298
SPL202	J13	0.910	325
SPL203	K13	0.982	57
SPL204	L13	0.732	42
SPL205	M13	0.925	29
SPL206	N13	0.802	35
SPL207	O13	0.842	28
SPL208	P13	0.677	20
SPL209	A14	0.930	58
SPL210	B14	0.861	51
SPL211	C14	0.873	35
SPL212	D14	0.924	36
SPL213	E14	0.928	558
SPL214	F14	1.044	599
SPL215	G14	0.953	45
SPL216	H14	0.927	43
SPL217	I14	1.030	296
SPL218	J14	1.033	204
SPL219	K14	0.911	54
SPL220	L14	0.819	53
SPL221	M14	0.849	33
SPL222	N14	0.843	34
SPL223	O14	0.873	26
SPL224	P14	0.879	28
SPL225	A15	0.941	54
SPL226	B15	0.905	54
SPL227	C15	0.850	41
SPL228	D15	0.806	35
SPL229	E15	0.953	753
SPL230	F15	0.963	984
SPL231	G15	0.810	48
SPL232	H15	0.803	37
SPL233	I15	1.000	314
SPL234	J15	1.051	277
SPL235	K15	0.855	49
SPL236	L15	0.845	57
SPL237	M15	0.790	35
SPL238	N15	0.752	28
SPL239	O15	0.839	33
SPL240	P15	0.676	16
SPL241	A16	0.869	53
SPL242	B16	0.904	56
SPL243	C16	0.788	35
SPL244	D16	0.879	51
SPL245	E16	0.944	718
SPL246	F16	0.919	718
SPL247	G16	0.922	40
SPL248	H16	0.840	35
SPL249	I16	0.962	267
SPL250	J16	1.091	119
SPL251	K16	1.006	47
SPL252	L16	0.907	68
SPL253	M16	0.851	28
SPL254	N16	0.660	32
SPL255	O16	0.874	29
SPL256	P16	0.872	27
SPL257	A17	0.920	51
SPL258	B17	0.875	56
SPL259	C17	0.897	29
SPL260	D17	0.812	29
SPL261	E17	0.941	741
SPL262	F17	0.978	535
SPL263	G17	0.851	34
SPL264	H17	0.835	35
SPL265	I17	0.977	249
SPL266	J17	0.923	212
SPL267	K17	0.930	53
SPL268	L17	0.787	52
SPL269	M17	0.792	29
SPL270	N17	0.836	30
SPL271	O17	0.826	34
SPL272	P17	0.879	30
SPL273	A18	0.770	84
SPL274	B18	0.846	58
SPL275	C18	0.845	27
SPL276	D18	0.795	36
SPL277	E18	0.859	679
SPL278	F18	1.019	636
SPL279	G18	0.856	37
SPL280	H18	0.771	32
SPL281	I18	0.781	298
SPL282	J18	0.980	302
SPL283	K18	0.980	58
SPL284	L18	0.895	53
SPL285	M18	0.863	29
SPL286	N18	0.810	28
SPL287	O18	0.775	31
SPL288	P18	0.871	27
SPL289	A19	0.954	49
SPL290	B19	0.933	33
SPL291	C19	0.865	28
SPL292	D19	0.895	35
SPL293	E19	0.956	723
SPL294	F19	0.978	760
SPL295	G19	0.845	35
SPL296	H19	0.901	34
SPL297	I19	0.980	188
SPL298	J19	0.949	320
SPL299	K19	0.976	59
SPL300	L19	0.962	55
SPL301	M19	0.869	35
SPL302	N19	0.818	34
SPL303	O19	0.790	28
SPL304	P19	0.645	23
SPL305	A20	0.924	59
SPL306	B20	0.881	59
SPL307	C20	0.777	41
SPL308	D20	0.919	30
SPL309	E20	1.007	794
SPL310	F20	0.945	619
SPL311	G20	0.828	38
SPL312	H20	0.840	37
SPL313	I20	0.917	296
SPL314	J20	0.974	340
SPL315	K20	0.895	52
SPL316	L20	0.860	54
SPL317	M20	0.802	32
SPL318	N20	0.912	33
SPL319	O20	0.679	28
SPL320	P20	0.886	30
SPL321	A21	0.997	53
SPL322	B21	0.152	22
SPL323	C21	0.840	37
SPL324	D21	0.845	30
SPL325	E21	1.007	689
SPL326	F21	1.038	782
SPL327	G21	0.797	39
SPL328	H21	0.814	37
SPL329	I21	0.930	245
SPL330	J21	1.012	262
SPL331	K21	0.990	62
SPL332	L21	0.945	60
SPL333	M21	0.835	32
SPL334	N21	0.812	36
SPL335	O21	0.818	30
SPL336	P21	0.881	27
SPL337	A22	0.149	23
SPL338	B22	0.110	17
SPL339	C22	0.877	38
SPL340	D22	0.896	63
SPL341	E22	1.006	847
SPL342	F22	0.969	876
SPL343	G22	0.818	37
SPL344	H22	0.870	26
SPL345	I22	0.851	212
SPL346	J22	0.880	232
SPL347	K22	0.940	53
SPL348	L22	0.848	52
SPL349	M22	0.795	31
SPL350	N22	0.732	25
SPL351	O22	0.734	26
SPL352	P22	0.963	32
SPL353	A23	0.973	46
SPL354	B23	0.909	59
SPL355	C23	0.831	37
SPL356	D23	0.897	34
SPL357	E23	0.933	710
SPL358	F23	1.000	832
SPL359	G23	0.876	34
SPL360	H23	0.858	32
SPL361	I23	0.968	244
SPL362	J23	1.002	268
SPL363	K23	0.941	38
SPL364	L23	0.852	46
SPL365	M23	0.874	28
SPL366	N23	0.779	34
SPL367	O23	0.886	27
SPL368	P23	0.818	26
SPL369	A24	0.913	62
SPL370	B24	0.942	57
SPL371	C24	0.881	36
SPL372	D24	0.855	31
SPL373	E24	0.952	458
SPL374	F24	0.953	660
SPL375	G24	0.816	36
SPL376	H24	0.841	37
SPL377	I24	0.845	448
SPL378	J24	0.711	263
SPL379	K24	0.783	53
SPL380	L24	0.809	53
SPL381	M24	0.710	31
SPL382	N24	0.731	26
SPL383	O24	0.823	29
SPL384	P24	0.860	24

