

Software Version	2.00.18



Plate Number	Plate 1
Date	12/6/2013
Time	1:04:10 PM
Reader Type:	Synergy H1
Reader Serial Number:	265564
Reading Type	Reader

Procedure Details

Plate Type	Corning 384 well 3573
Well Selection	Runtime
Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Sweep,  Delay: 0 msec,  Measurements/Data Point: 1
Well Mode	
    Dispense	10 µL, Dispenser 2, Rate 225 µL/sec
	All wells
    Read	Luminescence Endpoint
	Full Plate
	Integration Time: 0:00.50 (MM:SS.ss)
	Filter Set 1
	    Emission: Full light
	    Optics: Top,  Gain: 100
	Read Speed: Normal,  Delay: 0 msec
	Extended Dynamic Range
	Read Height: 1 mm
End Mode	



Actual Temperature:	28.2

Results

Well ID	Well	Read 1:600	Read 2:Lum
SPL262	F17	0.794	647
SPL263	G17	0.752	305
SPL264	H17	0.712	249
SPL265	I17	0.556	206
SPL266	J17	0.707	246
SPL267	K17	0.943	49
SPL268	L17	0.865	36
SPL269	M17	0.870	442
SPL270	N17	0.901	485
SPL271	O17	0.866	183
SPL272	P17	0.880	178
SPL273	A18	0.517	140
SPL274	B18	0.451	150
SPL275	C18	0.328	1051
SPL276	D18	0.386	1346
SPL277	E18	0.802	549
SPL278	F18	0.745	445
SPL279	G18	0.652	547
SPL280	H18	0.727	485
SPL281	I18	0.639	227
SPL282	J18	0.586	255
SPL283	K18	0.832	40
SPL284	L18	0.781	36
SPL285	M18	0.877	525
SPL286	N18	0.882	473
SPL287	O18	0.864	205
SPL288	P18	0.824	199
SPL289	A19	0.356	77
SPL290	B19	0.599	145
SPL291	C19	0.202	635
SPL292	D19	0.159	492
SPL293	E19	0.805	424
SPL294	F19	0.787	500
SPL295	G19	0.741	474
SPL296	H19	0.755	351
SPL297	I19	0.546	219
SPL298	J19	0.626	226
SPL299	K19	0.787	35
SPL300	L19	0.840	33
SPL301	M19	0.916	461
SPL302	N19	0.835	517
SPL303	O19	0.858	197
SPL304	P19	0.896	213
SPL305	A20	0.366	65
SPL306	B20	0.534	166
SPL307	C20	0.186	699
SPL308	D20	0.247	1168
SPL309	E20	0.786	545
SPL310	F20	0.821	457
SPL311	G20	0.714	390
SPL312	H20	0.706	296
SPL313	I20	0.625	206
SPL314	J20	0.594	212
SPL315	K20	0.862	36
SPL316	L20	0.809	33
SPL317	M20	0.880	450
SPL318	N20	0.885	452
SPL319	O20	0.838	201
SPL320	P20	0.873	182
SPL321	A21	0.537	138
SPL322	B21	0.682	88
SPL323	C21	0.258	1154
SPL324	D21	0.263	575
SPL325	E21	0.710	859
SPL326	F21	0.754	709
SPL327	G21	0.683	449
SPL328	H21	0.722	229
SPL329	I21	0.572	152
SPL330	J21	0.585	215
SPL331	K21	0.825	33
SPL332	L21	0.800	35
SPL333	M21	0.889	526
SPL334	N21	0.910	436
SPL335	O21	0.830	184
SPL336	P21	0.842	185
SPL337	A22	0.420	144
SPL338	B22	0.492	119
SPL339	C22	0.229	754
SPL340	D22	0.270	825
SPL341	E22	0.758	606
SPL342	F22	0.712	525
SPL343	G22	0.318	133
SPL344	H22	0.687	406
SPL345	I22	0.595	197
SPL346	J22	0.556	181
SPL347	K22	0.798	33
SPL348	L22	0.758	30
SPL349	M22	0.900	537
SPL350	N22	0.912	498
SPL351	O22	0.858	219
SPL352	P22	0.808	222
SPL353	A23	0.495	145
SPL354	B23	0.550	133
SPL355	C23	0.202	695
SPL356	D23	0.488	1091
SPL357	E23	0.779	545
SPL358	F23	0.874	546
SPL359	G23	0.673	478
SPL360	H23	0.573	358
SPL361	I23	0.529	199
SPL362	J23	0.633	237
SPL363	K23	0.860	32
SPL364	L23	0.841	34
SPL365	M23	0.877	551
SPL366	N23	0.845	645
SPL367	O23	0.830	188
SPL368	P23	0.892	191
SPL369	A24	0.439	122
SPL370	B24	0.502	102
SPL371	C24	0.220	720
SPL372	D24	0.313	1196
SPL373	E24	0.760	557
SPL374	F24	0.731	408
SPL375	G24	0.540	322
SPL376	H24	0.684	479
SPL377	I24	0.541	159
SPL378	J24	0.646	171
SPL379	K24	0.822	34
SPL380	L24	0.812	39
SPL381	M24	0.910	548
SPL382	N24	0.867	462
SPL383	O24	0.852	171
SPL384	P24	0.779	203

