

Software Version	2.00.18



Plate Number	Plate 1
Date	12/6/2013
Time	12:37:14 PM
Reader Type:	Synergy H1
Reader Serial Number:	265564
Reading Type	Reader

Procedure Details

Plate Type	Corning 384 well 3573
Well Selection	Runtime
Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Sweep,  Delay: 0 msec,  Measurements/Data Point: 1
Well Mode	
    Dispense	10 µL, Dispenser 2, Rate 225 µL/sec
	All wells
    Read	Luminescence Endpoint
	Full Plate
	Integration Time: 0:00.50 (MM:SS.ss)
	Filter Set 1
	    Emission: Full light
	    Optics: Top,  Gain: 100
	Read Speed: Normal,  Delay: 0 msec
	Extended Dynamic Range
	Read Height: 1 mm
End Mode	



Actual Temperature:	28.4

Results

Well ID	Well	Read 1:600	Read 2:Lum
SPL56	H4	0.609	61
SPL57	I4	0.503	56
SPL58	J4	0.532	63
SPL59	K4	0.698	29
SPL60	L4	0.716	24
SPL61	M4	0.696	126
SPL62	N4	0.723	112
SPL63	O4	0.689	75
SPL64	P4	0.690	58
SPL65	A5	0.477	67
SPL66	B5	0.485	79
SPL67	C5	0.441	404
SPL68	D5	0.479	442
SPL69	E5	0.570	106
SPL70	F5	0.586	89
SPL71	G5	0.559	62
SPL72	H5	0.588	62
SPL73	I5	0.554	62
SPL74	J5	0.578	52
SPL75	K5	0.683	26
SPL76	L5	0.699	25
SPL77	M5	0.698	107
SPL78	N5	0.704	95
SPL79	O5	0.658	63
SPL80	P5	0.714	56
SPL81	A6	0.485	82
SPL82	B6	0.508	72
SPL83	C6	0.455	380
SPL84	D6	0.528	549
SPL85	E6	0.574	83
SPL86	F6	0.609	101
SPL87	G6	0.573	72
SPL88	H6	0.594	65
SPL89	I6	0.535	69
SPL90	J6	0.555	62
SPL91	K6	0.688	28
SPL92	L6	0.687	24
SPL93	M6	0.724	118
SPL94	N6	0.730	107
SPL95	O6	0.700	61
SPL96	P6	0.713	57
SPL97	A7	0.521	76
SPL98	B7	0.486	85
SPL99	C7	0.415	307
SPL100	D7	0.388	354
SPL101	E7	0.625	92
SPL102	F7	0.633	92
SPL103	G7	0.595	80
SPL104	H7	0.596	64
SPL105	I7	0.541	57
SPL106	J7	0.521	58
SPL107	K7	0.677	26
SPL108	L7	0.674	26
SPL109	M7	0.706	97
SPL110	N7	0.683	107
SPL111	O7	0.684	65
SPL112	P7	0.705	51
SPL113	A8	0.496	85
SPL114	B8	0.537	83
SPL115	C8	0.454	426
SPL116	D8	0.541	518
SPL117	E8	0.630	80
SPL118	F8	0.647	79
SPL119	G8	0.573	59
SPL120	H8	0.600	67
SPL121	I8	0.543	65
SPL122	J8	0.593	50
SPL123	K8	0.709	24
SPL124	L8	0.688	21
SPL125	M8	0.683	101
SPL126	N8	0.734	95
SPL127	O8	0.725	75
SPL128	P8	0.690	64
SPL129	A9	0.533	75
SPL130	B9	0.539	67
SPL131	C9	0.497	397
SPL132	D9	0.487	391
SPL133	E9	0.579	103
SPL134	F9	0.545	84
SPL135	G9	0.574	66
SPL136	H9	0.603	53
SPL137	I9	0.582	55
SPL138	J9	0.584	56
SPL139	K9	0.709	29
SPL140	L9	0.685	24
SPL141	M9	0.679	108
SPL142	N9	0.715	109
SPL143	O9	0.646	54
SPL144	P9	0.752	63
SPL145	A10	0.559	66
SPL146	B10	0.518	84
SPL147	C10	0.461	408
SPL148	D10	0.453	467
SPL149	E10	0.611	93
SPL150	F10	0.635	122
SPL151	G10	0.592	67
SPL152	H10	0.593	71
SPL153	I10	0.578	67
SPL154	J10	0.583	54
SPL155	K10	0.698	27
SPL156	L10	0.687	30
SPL157	M10	0.704	106
SPL158	N10	0.721	98
SPL159	O10	0.697	58
SPL160	P10	0.713	53
SPL161	A11	0.567	70
SPL162	B11	0.544	76
SPL163	C11	0.492	391
SPL164	D11	0.518	483
SPL165	E11	0.618	94
SPL166	F11	0.637	96
SPL167	G11	0.600	68
SPL168	H11	0.618	60
SPL169	I11	0.587	68
SPL170	J11	0.576	65
SPL171	K11	0.696	27
SPL172	L11	0.733	25
SPL173	M11	0.723	84
SPL174	N11	0.710	98
SPL175	O11	0.678	71
SPL176	P11	0.756	55
SPL177	A12	0.523	63
SPL178	B12	0.511	66
SPL179	C12	0.517	413
SPL180	D12	0.510	426
SPL181	E12	0.663	87
SPL182	F12	0.640	107
SPL183	G12	0.594	73
SPL184	H12	0.606	74
SPL185	I12	0.581	62
SPL186	J12	0.558	56
SPL187	K12	0.793	25
SPL188	L12	0.762	22
SPL189	M12	0.689	100
SPL190	N12	0.726	92
SPL191	O12	0.666	63
SPL192	P12	0.734	57
SPL193	A13	0.507	62
SPL194	B13	0.511	67
SPL195	C13	0.453	380
SPL196	D13	0.482	430
SPL197	E13	0.642	97
SPL198	F13	0.638	81
SPL199	G13	0.594	66
SPL200	H13	0.635	62
SPL201	I13	0.553	55
SPL202	J13	0.550	50
SPL203	K13	0.742	23
SPL204	L13	0.747	28
SPL205	M13	0.724	100
SPL206	N13	0.702	103
SPL207	O13	0.680	51
SPL208	P13	0.739	48
SPL209	A14	0.557	73
SPL210	B14	0.507	82
SPL211	C14	0.431	404
SPL212	D14	0.471	412
SPL213	E14	0.646	89
SPL214	F14	0.636	118
SPL215	G14	0.650	71
SPL216	H14	0.616	68
SPL217	I14	0.545	50
SPL218	J14	0.538	52
SPL219	K14	0.782	25
SPL220	L14	0.740	25
SPL221	M14	0.720	87
SPL222	N14	0.718	96
SPL223	O14	0.720	68
SPL224	P14	0.700	53
SPL225	A15	0.555	74
SPL226	B15	0.538	72
SPL227	C15	0.541	363
SPL228	D15	0.494	359
SPL229	E15	0.648	100
SPL230	F15	0.607	98
SPL231	G15	0.563	66
SPL232	H15	0.599	62
SPL233	I15	0.582	56
SPL234	J15	0.538	59
SPL235	K15	0.677	26
SPL236	L15	0.722	28
SPL237	M15	0.704	93
SPL238	N15	0.708	99
SPL239	O15	0.686	64
SPL240	P15	0.738	60
SPL241	A16	0.566	61
SPL242	B16	0.537	74
SPL243	C16	0.519	414
SPL244	D16	0.517	458
SPL245	E16	0.695	69
SPL246	F16	0.637	84
SPL247	G16	0.594	58
SPL248	H16	0.616	76
SPL249	I16	0.571	67
SPL250	J16	0.572	63
SPL251	K16	0.699	32
SPL252	L16	0.737	32
SPL253	M16	0.701	116
SPL254	N16	0.728	90
SPL255	O16	0.675	64
SPL256	P16	0.718	55
SPL257	A17	0.554	49
SPL258	B17	0.554	72
SPL259	C17	0.554	452
SPL260	D17	0.537	413
SPL261	E17	0.627	101
SPL262	F17	0.635	85
SPL263	G17	0.647	65
SPL264	H17	0.601	68
SPL265	I17	0.590	62
SPL266	J17	0.573	59
SPL267	K17	0.704	30
SPL268	L17	0.714	23
SPL269	M17	0.730	117
SPL270	N17	0.708	92
SPL271	O17	0.695	47
SPL272	P17	0.767	63
SPL273	A18	0.528	59
SPL274	B18	0.566	83
SPL275	C18	0.466	400
SPL276	D18	0.519	360
SPL277	E18	0.630	91
SPL278	F18	0.650	94
SPL279	G18	0.581	56
SPL280	H18	0.576	68
SPL281	I18	0.563	72
SPL282	J18	0.534	58
SPL283	K18	0.685	29
SPL284	L18	0.643	30
SPL285	M18	0.698	125
SPL286	N18	0.688	103
SPL287	O18	0.705	61
SPL288	P18	0.689	56
SPL289	A19	0.561	65
SPL290	B19	0.501	46
SPL291	C19	0.426	387
SPL292	D19	0.327	382
SPL293	E19	0.688	101
SPL294	F19	0.634	74
SPL295	G19	0.578	55
SPL296	H19	0.590	66
SPL297	I19	0.555	57
SPL298	J19	0.549	57
SPL299	K19	0.669	36
SPL300	L19	0.690	28
SPL301	M19	0.748	109
SPL302	N19	0.725	113
SPL303	O19	0.661	54
SPL304	P19	0.720	63
SPL305	A20	0.554	67
SPL306	B20	0.526	51
SPL307	C20	0.332	414
SPL308	D20	0.483	373
SPL309	E20	0.707	94
SPL310	F20	0.706	90
SPL311	G20	0.593	57
SPL312	H20	0.610	68
SPL313	I20	0.574	56
SPL314	J20	0.577	61
SPL315	K20	0.698	23
SPL316	L20	0.678	28
SPL317	M20	0.680	109
SPL318	N20	0.720	104
SPL319	O20	0.686	62
SPL320	P20	0.717	56
SPL321	A21	0.567	71
SPL322	B21	0.548	77
SPL323	C21	0.498	460
SPL324	D21	0.373	382
SPL325	E21	0.596	95
SPL326	F21	0.636	69
SPL327	G21	0.604	67
SPL328	H21	0.614	57
SPL329	I21	0.560	57
SPL330	J21	0.573	60
SPL331	K21	0.704	31
SPL332	L21	0.699	28
SPL333	M21	0.716	110
SPL334	N21	0.728	90
SPL335	O21	0.676	67
SPL336	P21	0.722	50
SPL337	A22	0.554	65
SPL338	B22	0.537	72
SPL339	C22	0.377	406
SPL340	D22	0.449	455
SPL341	E22	0.662	102
SPL342	F22	0.617	84
SPL343	G22	0.524	51
SPL344	H22	0.566	53
SPL345	I22	0.546	51
SPL346	J22	0.558	50
SPL347	K22	0.681	26
SPL348	L22	0.659	27
SPL349	M22	0.720	92
SPL350	N22	0.740	82
SPL351	O22	0.711	49
SPL352	P22	0.672	51
SPL353	A23	0.544	72
SPL354	B23	0.535	72
SPL355	C23	0.534	357
SPL356	D23	0.536	294
SPL357	E23	0.667	71
SPL358	F23	0.643	61
SPL359	G23	0.591	56
SPL360	H23	0.571	44
SPL361	I23	0.574	52
SPL362	J23	0.553	58
SPL363	K23	0.706	25
SPL364	L23	0.704	26
SPL365	M23	0.672	95
SPL366	N23	0.702	89
SPL367	O23	0.692	64
SPL368	P23	0.702	60
SPL369	A24	0.535	63
SPL370	B24	0.542	74
SPL371	C24	0.514	330
SPL372	D24	0.520	337
SPL373	E24	0.679	56
SPL374	F24	0.694	67
SPL375	G24	0.600	52
SPL376	H24	0.599	53
SPL377	I24	0.582	44
SPL378	J24	0.554	53
SPL379	K24	0.712	26
SPL380	L24	0.694	24
SPL381	M24	0.665	86
SPL382	N24	0.516	83
SPL383	O24	0.693	76
SPL384	P24	0.653	62

