

Software Version	2.00.18



Plate Number	Plate 1
Date	12/6/2013
Time	2:52:02 PM
Reader Type:	Synergy H1
Reader Serial Number:	265564
Reading Type	Reader

Procedure Details

Plate Type	Corning 384 well 3573
Well Selection	Runtime
Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Sweep,  Delay: 0 msec,  Measurements/Data Point: 1
Well Mode	
    Dispense	10 µL, Dispenser 2, Rate 225 µL/sec
	All wells
    Read	Luminescence Endpoint
	Full Plate
	Integration Time: 0:00.50 (MM:SS.ss)
	Filter Set 1
	    Emission: Full light
	    Optics: Top,  Gain: 100
	Read Speed: Normal,  Delay: 0 msec
	Extended Dynamic Range
	Read Height: 1 mm
End Mode	



Actual Temperature:	28.0

Results

Well ID	Well	Read 1:600	Read 2:Lum
SPL87	G6	1.016	697
SPL88	H6	1.097	816
SPL89	I6	0.970	374
SPL90	J6	1.037	485
SPL91	K6	1.129	70
SPL92	L6	1.180	75
SPL93	M6	1.190	2808
SPL94	N6	1.170	2328
SPL95	O6	1.215	948
SPL96	P6	1.224	944
SPL97	A7	0.880	211
SPL98	B7	0.962	315
SPL99	C7	0.509	1083
SPL100	D7	0.582	1399
SPL101	E7	1.100	1180
SPL102	F7	1.109	1229
SPL103	G7	1.058	733
SPL104	H7	1.059	749
SPL105	I7	1.030	387
SPL106	J7	0.969	383
SPL107	K7	1.173	68
SPL108	L7	1.016	54
SPL109	M7	1.088	2175
SPL110	N7	1.164	2647
SPL111	O7	1.156	804
SPL112	P7	1.245	985
SPL113	A8	0.901	249
SPL114	B8	0.976	300
SPL115	C8	0.569	1017
SPL116	D8	0.845	2456
SPL117	E8	1.118	1124
SPL118	F8	1.105	1066
SPL119	G8	1.028	676
SPL120	H8	1.076	768
SPL121	I8	0.965	372
SPL122	J8	1.049	508
SPL123	K8	1.187	71
SPL124	L8	1.209	73
SPL125	M8	1.193	2520
SPL126	N8	1.170	2509
SPL127	O8	1.238	1147
SPL128	P8	1.147	542
SPL129	A9	0.960	352
SPL130	B9	0.909	266
SPL131	C9	0.684	1464
SPL132	D9	0.683	1477
SPL133	E9	1.042	1050
SPL134	F9	1.040	889
SPL135	G9	1.067	646
SPL136	H9	1.055	732
SPL137	I9	1.006	454
SPL138	J9	1.042	532
SPL139	K9	1.167	73
SPL140	L9	1.185	68
SPL141	M9	1.169	2662
SPL142	N9	1.198	2436
SPL143	O9	1.164	1110
SPL144	P9	1.222	725
SPL145	A10	0.988	270
SPL146	B10	0.975	349
SPL147	C10	0.618	1197
SPL148	D10	0.617	1401
SPL149	E10	1.100	1049
SPL150	F10	1.108	1116
SPL151	G10	1.060	747
SPL152	H10	1.055	777
SPL153	I10	0.995	462
SPL154	J10	1.047	551
SPL155	K10	1.204	54
SPL156	L10	1.179	74
SPL157	M10	1.177	1690
SPL158	N10	1.136	2293
SPL159	O10	1.214	1054
SPL160	P10	1.198	625
SPL161	A11	1.027	209
SPL162	B11	0.928	285
SPL163	C11	0.745	1636
SPL164	D11	0.785	2209
SPL165	E11	1.060	1144
SPL166	F11	1.078	1117
SPL167	G11	1.024	819
SPL168	H11	1.055	650
SPL169	I11	1.060	484
SPL170	J11	1.020	475
SPL171	K11	1.105	72
SPL172	L11	1.186	70
SPL173	M11	1.143	1856
SPL174	N11	1.168	2235
SPL175	O11	1.185	856
SPL176	P11	1.246	943
SPL177	A12	0.910	244
SPL178	B12	0.851	305
SPL179	C12	0.758	1771
SPL180	D12	0.754	2002
SPL181	E12	1.079	1005
SPL182	F12	1.093	1186
SPL183	G12	1.020	682
SPL184	H12	1.040	745
SPL185	I12	1.023	471
SPL186	J12	1.022	480
SPL187	K12	1.224	74
SPL188	L12	1.173	78
SPL189	M12	1.171	2493
SPL190	N12	1.182	1744
SPL191	O12	1.217	1104
SPL192	P12	0.996	633
SPL193	A13	0.976	317
SPL194	B13	0.905	293
SPL195	C13	0.534	1154
SPL196	D13	0.680	1713
SPL197	E13	1.094	1183
SPL198	F13	1.110	1292
SPL199	G13	1.026	720
SPL200	H13	1.095	717
SPL201	I13	0.899	322
SPL202	J13	0.940	378
SPL203	K13	1.188	80
SPL204	L13	1.196	61
SPL205	M13	1.148	1505
SPL206	N13	1.174	2114
SPL207	O13	0.933	701
SPL208	P13	1.248	808
SPL209	A14	0.955	326
SPL210	B14	0.863	294
SPL211	C14	0.531	1095
SPL212	D14	0.534	1304
SPL213	E14	1.118	1076
SPL214	F14	1.095	1422
SPL215	G14	1.062	559
SPL216	H14	1.075	830
SPL217	I14	0.995	475
SPL218	J14	0.970	338
SPL219	K14	1.234	71
SPL220	L14	1.203	75
SPL221	M14	1.151	2433
SPL222	N14	1.189	2452
SPL223	O14	1.175	941
SPL224	P14	1.190	775
SPL225	A15	1.019	273
SPL226	B15	1.016	237
SPL227	C15	0.779	1538
SPL228	D15	0.587	1177
SPL229	E15	1.084	1015
SPL230	F15	1.062	1198
SPL231	G15	1.046	755
SPL232	H15	1.074	707
SPL233	I15	1.027	459
SPL234	J15	0.984	456
SPL235	K15	1.149	53
SPL236	L15	1.185	70
SPL237	M15	1.183	1459
SPL238	N15	1.180	2580
SPL239	O15	1.128	788
SPL240	P15	1.248	1095
SPL241	A16	0.996	291
SPL242	B16	0.994	282
SPL243	C16	0.663	1475
SPL244	D16	0.620	1632
SPL245	E16	1.070	937
SPL246	F16	1.084	1069
SPL247	G16	1.042	777
SPL248	H16	1.021	754
SPL249	I16	1.025	409
SPL250	J16	1.019	458
SPL251	K16	1.167	63
SPL252	L16	1.210	80
SPL253	M16	0.993	2159
SPL254	N16	1.008	1060
SPL255	O16	1.202	1038
SPL256	P16	1.144	955
SPL257	A17	1.001	275
SPL258	B17	0.970	266
SPL259	C17	0.687	1342
SPL260	D17	0.742	1840
SPL261	E17	1.068	1302
SPL262	F17	1.095	1296
SPL263	G17	1.095	704
SPL264	H17	1.044	713
SPL265	I17	0.949	416
SPL266	J17	1.003	438
SPL267	K17	1.116	72
SPL268	L17	1.163	70
SPL269	M17	1.156	2395
SPL270	N17	1.151	2085
SPL271	O17	1.178	849
SPL272	P17	1.224	1045
SPL273	A18	0.980	286
SPL274	B18	0.870	320
SPL275	C18	0.581	992
SPL276	D18	0.667	1725
SPL277	E18	1.082	1187
SPL278	F18	1.092	936
SPL279	G18	1.042	741
SPL280	H18	1.031	723
SPL281	I18	1.044	468
SPL282	J18	0.954	387
SPL283	K18	1.171	60
SPL284	L18	1.105	79
SPL285	M18	1.077	2240
SPL286	N18	1.187	2620
SPL287	O18	1.185	1057
SPL288	P18	0.721	622
SPL289	A19	0.992	235
SPL290	B19	0.961	235
SPL291	C19	0.435	908
SPL292	D19	0.323	704
SPL293	E19	1.142	1048
SPL294	F19	1.087	1180
SPL295	G19	1.032	792
SPL296	H19	1.059	731
SPL297	I19	0.996	403
SPL298	J19	0.976	384
SPL299	K19	1.103	56
SPL300	L19	1.022	63
SPL301	M19	1.135	1414
SPL302	N19	1.208	1425
SPL303	O19	0.862	718
SPL304	P19	1.133	841
SPL305	A20	1.003	230
SPL306	B20	0.966	259
SPL307	C20	0.355	736
SPL308	D20	0.466	993
SPL309	E20	1.136	1121
SPL310	F20	1.123	907
SPL311	G20	1.043	707
SPL312	H20	1.089	712
SPL313	I20	0.993	423
SPL314	J20	1.019	376
SPL315	K20	1.165	81
SPL316	L20	1.087	65
SPL317	M20	1.115	2620
SPL318	N20	1.115	2429
SPL319	O20	1.141	948
SPL320	P20	0.748	533
SPL321	A21	1.027	259
SPL322	B21	0.997	268
SPL323	C21	0.527	1373
SPL324	D21	0.371	781
SPL325	E21	1.031	1291
SPL326	F21	1.102	1293
SPL327	G21	1.032	808
SPL328	H21	1.056	730
SPL329	I21	0.996	362
SPL330	J21	0.953	399
SPL331	K21	1.155	79
SPL332	L21	1.192	71
SPL333	M21	0.892	1775
SPL334	N21	1.181	2383
SPL335	O21	1.172	1073
SPL336	P21	1.226	1115
SPL337	A22	0.959	246
SPL338	B22	0.987	290
SPL339	C22	0.445	998
SPL340	D22	0.549	1239
SPL341	E22	1.105	1243
SPL342	F22	1.110	1224
SPL343	G22	0.812	338
SPL344	H22	1.043	742
SPL345	I22	0.979	424
SPL346	J22	0.974	383
SPL347	K22	1.149	68
SPL348	L22	1.060	69
SPL349	M22	0.924	2066
SPL350	N22	1.168	2535
SPL351	O22	1.180	1140
SPL352	P22	1.197	1002
SPL353	A23	1.024	272
SPL354	B23	0.990	258
SPL355	C23	0.735	1529
SPL356	D23	0.723	1583
SPL357	E23	1.125	1257
SPL358	F23	1.142	1074
SPL359	G23	1.034	745
SPL360	H23	1.013	772
SPL361	I23	0.961	331
SPL362	J23	1.034	443
SPL363	K23	1.185	69
SPL364	L23	1.179	68
SPL365	M23	1.143	1305
SPL366	N23	1.145	2210
SPL367	O23	1.187	1114
SPL368	P23	1.225	1197
SPL369	A24	0.853	204
SPL370	B24	0.995	325
SPL371	C24	0.663	1548
SPL372	D24	0.738	1588
SPL373	E24	1.127	1043
SPL374	F24	1.134	1069
SPL375	G24	1.058	727
SPL376	H24	1.076	803
SPL377	I24	1.020	364
SPL378	J24	1.022	350
SPL379	K24	1.185	71
SPL380	L24	1.188	70
SPL381	M24	1.148	2290
SPL382	N24	1.172	2248
SPL383	O24	1.227	1021
SPL384	P24	1.186	912

