

Software Version	2.00.18



Plate Number	Plate 1
Date	8/4/2014
Time	7:19:28 PM
Reader Type:	Synergy H1
Reader Serial Number:	265568
Reading Type	Reader

Procedure Details

Plate Type	Corning 384 well 3573
Well Selection	Runtime
Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Sweep,  Delay: 0 msec,  Measurements/Data Point: 1
Well Mode	
    Dispense	10 µL, Dispenser 2, Rate 225 µL/sec
	All wells
    Read	Luminescence Endpoint
	Full Plate
	Integration Time: 0:00.50 (MM:SS.ss)
	Filter Set 1
	    Emission: Full light
	    Optics: Top,  Gain: 100
	Read Speed: Normal,  Delay: 0 msec
	Extended Dynamic Range
	Read Height: 1 mm
End Mode	



Actual Temperature:	26.7

Results

Well ID	Well	Read 1:600	Read 2:Lum
SPL52	D4	0.543	11225
SPL53	E4	0.587	184
SPL54	F4	0.591	155
SPL55	G4	0.538	12681
SPL56	H4	0.531	13738
SPL57	I4	0.646	238
SPL58	J4	0.637	178
SPL59	K4	0.535	14298
SPL60	L4	0.532	12280
SPL61	M4	0.636	236
SPL62	N4	0.629	188
SPL63	O4	0.525	13871
SPL64	P4	0.518	12113
SPL65	A5	0.634	7
SPL66	B5	0.634	5
SPL67	C5	0.196	465
SPL68	D5	0.195	422
SPL69	E5	0.495	16
SPL70	F5	0.496	8
SPL71	G5	0.196	485
SPL72	H5	0.187	388
SPL73	I5	0.598	21
SPL74	J5	0.601	8
SPL75	K5	0.205	499
SPL76	L5	0.197	426
SPL77	M5	0.603	19
SPL78	N5	0.599	10
SPL79	O5	0.191	438
SPL80	P5	0.187	348
SPL81	A6	0.631	5
SPL82	B6	0.628	8
SPL83	C6	0.195	399
SPL84	D6	0.198	435
SPL85	E6	0.496	12
SPL86	F6	0.491	12
SPL87	G6	0.186	446
SPL88	H6	0.190	433
SPL89	I6	0.603	13
SPL90	J6	0.603	10
SPL91	K6	0.219	441
SPL92	L6	0.211	424
SPL93	M6	0.601	14
SPL94	N6	0.601	9
SPL95	O6	0.187	361
SPL96	P6	0.190	350
SPL97	A7	0.586	90
SPL98	B7	0.577	101
SPL99	C7	0.525	2743
SPL100	D7	0.502	2541
SPL101	E7	0.594	136
SPL102	F7	0.595	132
SPL103	G7	0.478	3805
SPL104	H7	0.475	3834
SPL105	I7	0.544	125
SPL106	J7	0.544	118
SPL107	K7	0.479	3920
SPL108	L7	0.474	4031
SPL109	M7	0.562	155
SPL110	N7	0.559	133
SPL111	O7	0.503	3555
SPL112	P7	0.505	3170
SPL113	A8	0.576	102
SPL114	B8	0.565	107
SPL115	C8	0.507	2795
SPL116	D8	0.524	3029
SPL117	E8	0.600	129
SPL118	F8	0.588	131
SPL119	G8	0.467	3868
SPL120	H8	0.477	3751
SPL121	I8	0.543	160
SPL122	J8	0.532	126
SPL123	K8	0.505	4123
SPL124	L8	0.498	3803
SPL125	M8	0.537	142
SPL126	N8	0.561	127
SPL127	O8	0.529	3825
SPL128	P8	0.509	3402
SPL129	A9	0.588	8
SPL130	B9	0.577	9
SPL131	C9	0.363	525
SPL132	D9	0.355	553
SPL133	E9	0.502	14
SPL134	F9	0.504	14
SPL135	G9	0.370	656
SPL136	H9	0.338	641
SPL137	I9	0.557	16
SPL138	J9	0.554	10
SPL139	K9	0.426	659
SPL140	L9	0.400	647
SPL141	M9	0.597	17
SPL142	N9	0.585	10
SPL143	O9	0.431	811
SPL144	P9	0.406	720
SPL145	A10	0.582	8
SPL146	B10	0.579	9
SPL147	C10	0.356	564
SPL148	D10	0.357	599
SPL149	E10	0.512	11
SPL150	F10	0.504	10
SPL151	G10	0.380	667
SPL152	H10	0.326	640
SPL153	I10	0.570	15
SPL154	J10	0.561	10
SPL155	K10	0.417	613
SPL156	L10	0.420	598
SPL157	M10	0.590	13
SPL158	N10	0.594	11
SPL159	O10	0.426	837
SPL160	P10	0.408	777
SPL161	A11	0.636	78
SPL162	B11	0.627	91
SPL163	C11	0.514	898
SPL164	D11	0.533	1068
SPL165	E11	0.507	134
SPL166	F11	0.507	110
SPL167	G11	0.494	1079
SPL168	H11	0.475	1099
SPL169	I11	0.322	43
SPL170	J11	0.317	51
SPL171	K11	0.558	1230
SPL172	L11	0.547	1222
SPL173	M11	0.609	137
SPL174	N11	0.601	111
SPL175	O11	0.639	1401
SPL176	P11	0.638	1312
SPL177	A12	0.627	52
SPL178	B12	0.622	111
SPL179	C12	0.557	958
SPL180	D12	0.553	991
SPL181	E12	0.520	113
SPL182	F12	0.513	154
SPL183	G12	0.456	1169
SPL184	H12	0.493	1066
SPL185	I12	0.323	40
SPL186	J12	0.320	37
SPL187	K12	0.573	1109
SPL188	L12	0.593	1222
SPL189	M12	0.601	137
SPL190	N12	0.609	104
SPL191	O12	0.671	1400
SPL192	P12	0.637	1276
SPL193	A13	0.551	73
SPL194	B13	0.538	93
SPL195	C13	0.570	2187
SPL196	D13	0.493	2362
SPL197	E13	0.574	107
SPL198	F13	0.559	111
SPL199	G13	0.573	2777
SPL200	H13	0.563	2792
SPL201	I13	0.535	113
SPL202	J13	0.547	108
SPL203	K13	0.529	2940
SPL204	L13	0.524	2767
SPL205	M13	0.576	138
SPL206	N13	0.552	109
SPL207	O13	0.609	3105
SPL208	P13	0.632	2954
SPL209	A14	0.553	86
SPL210	B14	0.544	95
SPL211	C14	0.570	2378
SPL212	D14	0.534	2409
SPL213	E14	0.581	117
SPL214	F14	0.565	112
SPL215	G14	0.530	2907
SPL216	H14	0.537	2656
SPL217	I14	0.556	116
SPL218	J14	0.543	115
SPL219	K14	0.527	2918
SPL220	L14	0.541	2719
SPL221	M14	0.540	111
SPL222	N14	0.557	104
SPL223	O14	0.649	2907
SPL224	P14	0.626	2838
SPL225	A15	0.614	10
SPL226	B15	0.599	13
SPL227	C15	0.498	1663
SPL228	D15	0.522	1723
SPL229	E15	0.641	17
SPL230	F15	0.631	14
SPL231	G15	0.520	1967
SPL232	H15	0.476	2003
SPL233	I15	0.594	16
SPL234	J15	0.592	12
SPL235	K15	0.559	2102
SPL236	L15	0.561	2131
SPL237	M15	0.617	19
SPL238	N15	0.618	19
SPL239	O15	0.567	2324
SPL240	P15	0.587	2181
SPL241	A16	0.607	9
SPL242	B16	0.595	42
SPL243	C16	0.522	1662
SPL244	D16	0.520	1650
SPL245	E16	0.640	13
SPL246	F16	0.628	47
SPL247	G16	0.470	2107
SPL248	H16	0.464	1921
SPL249	I16	0.610	15
SPL250	J16	0.601	18
SPL251	K16	0.554	2220
SPL252	L16	0.609	1983
SPL253	M16	0.601	15
SPL254	N16	0.616	66
SPL255	O16	0.570	2305
SPL256	P16	0.564	2103
SPL257	A17	0.330	5746
SPL258	B17	0.306	5473
SPL259	C17	0.496	1004
SPL260	D17	0.462	1009
SPL261	E17	0.341	6107
SPL262	F17	0.348	6136
SPL263	G17	0.497	982
SPL264	H17	0.489	1049
SPL265	I17	0.520	1162
SPL266	J17	0.530	1135
SPL267	K17	0.409	7361
SPL268	L17	0.423	7210
SPL269	M17	0.448	8677
SPL270	N17	0.428	8409
SPL271	O17	0.642	1551
SPL272	P17	0.658	1524
SPL273	A18	0.329	5930
SPL274	B18	0.315	5500
SPL275	C18	0.530	974
SPL276	D18	0.493	967
SPL277	E18	0.345	6116
SPL278	F18	0.339	5999
SPL279	G18	0.437	1045
SPL280	H18	0.492	1017
SPL281	I18	0.512	1169
SPL282	J18	0.513	1032
SPL283	K18	0.398	7422
SPL284	L18	0.432	6778
SPL285	M18	0.452	8747
SPL286	N18	0.450	7947
SPL287	O18	0.655	1635
SPL288	P18	0.669	1482
SPL289	A19	0.329	962
SPL290	B19	0.318	976
SPL291	C19	0.385	1176
SPL292	D19	0.363	1225
SPL293	E19	0.330	1300
SPL294	F19	0.335	1224
SPL295	G19	0.364	1536
SPL296	H19	0.372	1497
SPL297	I19	0.365	1470
SPL298	J19	0.309	1304
SPL299	K19	0.453	1487
SPL300	L19	0.427	1472
SPL301	M19	0.484	2088
SPL302	N19	0.480	1918
SPL303	O19	0.463	1758
SPL304	P19	0.461	1594
SPL305	A20	0.324	1085
SPL306	B20	0.316	990
SPL307	C20	0.387	1180
SPL308	D20	0.377	1202
SPL309	E20	0.328	1275
SPL310	F20	0.331	1214
SPL311	G20	0.373	1464
SPL312	H20	0.405	1397
SPL313	I20	0.364	1446
SPL314	J20	0.324	1446
SPL315	K20	0.432	1679
SPL316	L20	0.463	1470
SPL317	M20	0.490	1879
SPL318	N20	0.500	1803
SPL319	O20	0.494	1585
SPL320	P20	0.493	1408
SPL321	A21	0.389	1522
SPL322	B21	0.367	1358
SPL323	C21	0.338	686
SPL324	D21	0.322	683
SPL325	E21	0.342	1806
SPL326	F21	0.344	1828
SPL327	G21	0.358	789
SPL328	H21	0.357	790
SPL329	I21	0.353	1786
SPL330	J21	0.348	1893
SPL331	K21	0.387	727
SPL332	L21	0.428	729
SPL333	M21	0.387	2243
SPL334	N21	0.376	2145
SPL335	O21	0.436	700
SPL336	P21	0.418	717
SPL337	A22	0.396	1555
SPL338	B22	0.363	1409
SPL339	C22	0.340	660
SPL340	D22	0.326	698
SPL341	E22	0.354	1954
SPL342	F22	0.336	1737
SPL343	G22	0.354	844
SPL344	H22	0.341	765
SPL345	I22	0.339	1808
SPL346	J22	0.355	1827
SPL347	K22	0.402	750
SPL348	L22	0.394	792
SPL349	M22	0.371	2136
SPL350	N22	0.386	2207
SPL351	O22	0.423	699
SPL352	P22	0.436	673
SPL353	A23	0.288	650
SPL354	B23	0.270	692
SPL355	C23	0.284	540
SPL356	D23	0.290	529
SPL357	E23	0.295	889
SPL358	F23	0.287	879
SPL359	G23	0.329	699
SPL360	H23	0.340	685
SPL361	I23	0.271	790
SPL362	J23	0.281	876
SPL363	K23	0.402	693
SPL364	L23	0.423	727
SPL365	M23	0.344	982
SPL366	N23	0.325	940
SPL367	O23	0.412	727
SPL368	P23	0.413	665
SPL369	A24	0.283	700
SPL370	B24	0.270	625
SPL371	C24	0.289	526
SPL372	D24	0.293	493
SPL373	E24	0.280	832
SPL374	F24	0.282	789
SPL375	G24	0.336	662
SPL376	H24	0.325	654
SPL377	I24	0.268	843
SPL378	J24	0.277	792
SPL379	K24	0.358	634
SPL380	L24	0.387	606
SPL381	M24	0.346	925
SPL382	N24	0.323	912
SPL383	O24	0.433	736
SPL384	P24	0.447	641

