

Software Version	2.00.18



Plate Number	Plate 1
Date	8/4/2014
Time	3:14:42 PM
Reader Type:	Synergy H1
Reader Serial Number:	265568
Reading Type	Reader

Procedure Details

Plate Type	Corning 384 well 3573
Well Selection	Runtime
Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Sweep,  Delay: 0 msec,  Measurements/Data Point: 1
Well Mode	
    Dispense	10 µL, Dispenser 2, Rate 225 µL/sec
	All wells
    Read	Luminescence Endpoint
	Full Plate
	Integration Time: 0:00.50 (MM:SS.ss)
	Filter Set 1
	    Emission: Full light
	    Optics: Top,  Gain: 100
	Read Speed: Normal,  Delay: 0 msec
	Extended Dynamic Range
	Read Height: 1 mm
End Mode	



Actual Temperature:	27.5

Results

Well ID	Well	Read 1:600	Read 2:Lum
SPL154	J10	0.333	4
SPL155	K10	0.132	46
SPL156	L10	0.132	55
SPL157	M10	0.362	5
SPL158	N10	0.340	4
SPL159	O10	0.167	63
SPL160	P10	0.171	57
SPL161	A11	0.407	17
SPL162	B11	0.394	19
SPL163	C11	0.244	85
SPL164	D11	0.225	88
SPL165	E11	0.374	20
SPL166	F11	0.393	22
SPL167	G11	0.248	95
SPL168	H11	0.249	98
SPL169	I11	0.347	17
SPL170	J11	0.374	20
SPL171	K11	0.193	93
SPL172	L11	0.212	92
SPL173	M11	0.380	21
SPL174	N11	0.376	23
SPL175	O11	0.223	92
SPL176	P11	0.235	92
SPL177	A12	0.400	19
SPL178	B12	0.388	16
SPL179	C12	0.230	80
SPL180	D12	0.247	88
SPL181	E12	0.374	18
SPL182	F12	0.372	23
SPL183	G12	0.236	86
SPL184	H12	0.230	97
SPL185	I12	0.361	21
SPL186	J12	0.380	25
SPL187	K12	0.201	93
SPL188	L12	0.198	91
SPL189	M12	0.397	33
SPL190	N12	0.381	26
SPL191	O12	0.228	96
SPL192	P12	0.218	90
SPL193	A13	0.355	12
SPL194	B13	0.359	13
SPL195	C13	0.186	255
SPL196	D13	0.199	273
SPL197	E13	0.328	13
SPL198	F13	0.361	13
SPL199	G13	0.241	249
SPL200	H13	0.222	281
SPL201	I13	0.379	27
SPL202	J13	0.355	17
SPL203	K13	0.188	278
SPL204	L13	0.198	262
SPL205	M13	0.348	13
SPL206	N13	0.339	14
SPL207	O13	0.224	268
SPL208	P13	0.219	241
SPL209	A14	0.360	11
SPL210	B14	0.343	13
SPL211	C14	0.211	266
SPL212	D14	0.219	243
SPL213	E14	0.366	15
SPL214	F14	0.343	16
SPL215	G14	0.262	280
SPL216	H14	0.236	276
SPL217	I14	0.336	16
SPL218	J14	0.347	14
SPL219	K14	0.191	263
SPL220	L14	0.199	265
SPL221	M14	0.348	20
SPL222	N14	0.331	16
SPL223	O14	0.212	265
SPL224	P14	0.205	256
SPL225	A15	0.379	4
SPL226	B15	0.359	4
SPL227	C15	0.183	201
SPL228	D15	0.184	210
SPL229	E15	0.368	6
SPL230	F15	0.388	5
SPL231	G15	0.221	207
SPL232	H15	0.213	229
SPL233	I15	0.328	5
SPL234	J15	0.352	4
SPL235	K15	0.174	199
SPL236	L15	0.176	203
SPL237	M15	0.346	5
SPL238	N15	0.329	3
SPL239	O15	0.203	201
SPL240	P15	0.195	187
SPL241	A16	0.347	4
SPL242	B16	0.366	4
SPL243	C16	0.187	191
SPL244	D16	0.207	212
SPL245	E16	0.370	5
SPL246	F16	0.380	6
SPL247	G16	0.209	229
SPL248	H16	0.197	222
SPL249	I16	0.330	4
SPL250	J16	0.344	6
SPL251	K16	0.176	197
SPL252	L16	0.174	205
SPL253	M16	0.354	4
SPL254	N16	0.349	5
SPL255	O16	0.191	203
SPL256	P16	0.187	186
SPL257	A17	0.163	156
SPL258	B17	0.147	152
SPL259	C17	0.172	104
SPL260	D17	0.189	116
SPL261	E17	0.133	192
SPL262	F17	0.133	210
SPL263	G17	0.223	149
SPL264	H17	0.237	140
SPL265	I17	0.352	14
SPL266	J17	0.136	195
SPL267	K17	0.158	110
SPL268	L17	0.168	118
SPL269	M17	0.135	205
SPL270	N17	0.130	191
SPL271	O17	0.192	123
SPL272	P17	0.181	108
SPL273	A18	0.145	165
SPL274	B18	0.139	161
SPL275	C18	0.185	109
SPL276	D18	0.190	100
SPL277	E18	0.141	190
SPL278	F18	0.143	179
SPL279	G18	0.220	147
SPL280	H18	0.230	150
SPL281	I18	0.139	196
SPL282	J18	0.134	221
SPL283	K18	0.162	119
SPL284	L18	0.167	101
SPL285	M18	0.144	220
SPL286	N18	0.133	206
SPL287	O18	0.205	115
SPL288	P18	0.170	111
SPL289	A19	0.153	97
SPL290	B19	0.151	112
SPL291	C19	0.138	118
SPL292	D19	0.171	121
SPL293	E19	0.118	112
SPL294	F19	0.127	120
SPL295	G19	0.185	137
SPL296	H19	0.196	162
SPL297	I19	0.358	7
SPL298	J19	0.132	109
SPL299	K19	0.152	126
SPL300	L19	0.148	130
SPL301	M19	0.126	103
SPL302	N19	0.121	108
SPL303	O19	0.186	140
SPL304	P19	0.173	134
SPL305	A20	0.153	101
SPL306	B20	0.149	104
SPL307	C20	0.168	117
SPL308	D20	0.169	119
SPL309	E20	0.125	114
SPL310	F20	0.130	129
SPL311	G20	0.173	137
SPL312	H20	0.179	129
SPL313	I20	0.118	107
SPL314	J20	0.120	110
SPL315	K20	0.139	143
SPL316	L20	0.156	130
SPL317	M20	0.129	100
SPL318	N20	0.122	107
SPL319	O20	0.178	135
SPL320	P20	0.163	134
SPL321	A21	0.131	88
SPL322	B21	0.124	105
SPL323	C21	0.179	45
SPL324	D21	0.170	49
SPL325	E21	0.119	123
SPL326	F21	0.117	119
SPL327	G21	0.169	57
SPL328	H21	0.168	56
SPL329	I21	0.382	36
SPL330	J21	0.112	129
SPL331	K21	0.135	51
SPL332	L21	0.143	51
SPL333	M21	0.110	108
SPL334	N21	0.107	120
SPL335	O21	0.154	51
SPL336	P21	0.155	53
SPL337	A22	0.127	108
SPL338	B22	0.120	117
SPL339	C22	0.163	51
SPL340	D22	0.169	54
SPL341	E22	0.117	125
SPL342	F22	0.115	121
SPL343	G22	0.175	51
SPL344	H22	0.183	56
SPL345	I22	0.115	122
SPL346	J22	0.117	132
SPL347	K22	0.129	47
SPL348	L22	0.148	43
SPL349	M22	0.113	115
SPL350	N22	0.111	127
SPL351	O22	0.174	55
SPL352	P22	0.143	55
SPL353	A23	0.137	135
SPL354	B23	0.118	131
SPL355	C23	0.130	75
SPL356	D23	0.128	79
SPL357	E23	0.106	166
SPL358	F23	0.103	176
SPL359	G23	0.139	92
SPL360	H23	0.124	98
SPL361	I23	0.103	183
SPL362	J23	0.093	175
SPL363	K23	0.121	78
SPL364	L23	0.118	87
SPL365	M23	0.103	173
SPL366	N23	0.113	168
SPL367	O23	0.144	83
SPL368	P23	0.137	87
SPL369	A24	0.123	133
SPL370	B24	0.118	132
SPL371	C24	0.136	75
SPL372	D24	0.133	76
SPL373	E24	0.105	166
SPL374	F24	0.110	160
SPL375	G24	0.121	90
SPL376	H24	0.129	91
SPL377	I24	0.097	161
SPL378	J24	0.091	167
SPL379	K24	0.117	73
SPL380	L24	0.111	76
SPL381	M24	0.113	163
SPL382	N24	0.151	61
SPL383	O24	0.138	88
SPL384	P24	0.129	85

