

Software Version	2.00.18



Plate Number	Plate 1
Date	7/24/2014
Time	4:52:35 PM
Reader Type:	Synergy H1
Reader Serial Number:	265568
Reading Type	Reader

Procedure Details

Plate Type	Corning 384 well 3573
Well Selection	Runtime
Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Sweep,  Delay: 0 msec,  Measurements/Data Point: 1
Well Mode	
    Dispense	10 µL, Dispenser 2, Rate 225 µL/sec
	All wells
    Read	Luminescence Endpoint
	Full Plate
	Integration Time: 0:00.50 (MM:SS.ss)
	Filter Set 1
	    Emission: Full light
	    Optics: Top,  Gain: 100
	Read Speed: Normal,  Delay: 0 msec
	Extended Dynamic Range
	Read Height: 1 mm
End Mode	



Actual Temperature:	26.7

Results

Well ID	Well	Read 1:600	Read 2:Lum
SPL123	K8	0.985	722
SPL124	L8	0.985	736
SPL125	M8	0.585	204
SPL126	N8	0.992	2164
SPL127	O8	0.810	279
SPL128	P8	0.800	825
SPL129	A9	0.649	305
SPL130	B9	0.629	172
SPL131	C9	0.537	267
SPL132	D9	0.541	171
SPL133	E9	0.709	340
SPL134	F9	0.902	352
SPL135	G9	0.533	198
SPL136	H9	0.607	153
SPL137	I9	0.512	233
SPL138	J9	0.557	148
SPL139	K9	0.943	779
SPL140	L9	1.040	937
SPL141	M9	0.817	88
SPL142	N9	0.971	2384
SPL143	O9	0.654	83
SPL144	P9	0.838	798
SPL145	A10	0.574	126
SPL146	B10	0.667	206
SPL147	C10	0.573	157
SPL148	D10	0.490	87
SPL149	E10	0.820	281
SPL150	F10	0.647	238
SPL151	G10	0.645	209
SPL152	H10	0.535	256
SPL153	I10	0.558	199
SPL154	J10	0.463	151
SPL155	K10	0.982	728
SPL156	L10	0.955	825
SPL157	M10	0.930	2016
SPL158	N10	0.799	322
SPL159	O10	0.902	1327
SPL160	P10	0.592	175
SPL161	A11	0.551	51
SPL162	B11	0.639	792
SPL163	C11	0.559	83
SPL164	D11	0.581	1714
SPL165	E11	0.712	92
SPL166	F11	0.607	1268
SPL167	G11	0.647	175
SPL168	H11	0.742	3769
SPL169	I11	0.623	441
SPL170	J11	0.561	1020
SPL171	K11	0.948	809
SPL172	L11	1.010	7373
SPL173	M11	0.743	1017
SPL174	N11	0.784	1571
SPL175	O11	0.824	308
SPL176	P11	0.771	1788
SPL177	A12	0.612	1305
SPL178	B12	0.569	145
SPL179	C12	0.580	3954
SPL180	D12	0.479	170
SPL181	E12	0.577	1082
SPL182	F12	0.700	262
SPL183	G12	0.747	3693
SPL184	H12	0.634	194
SPL185	I12	0.583	2088
SPL186	J12	0.605	199
SPL187	K12	1.007	6738
SPL188	L12	0.952	706
SPL189	M12	0.580	998
SPL190	N12	0.972	2329
SPL191	O12	0.760	2307
SPL192	P12	0.750	1100
SPL193	A13	0.574	279
SPL194	B13	0.622	351
SPL195	C13	0.047	37
SPL196	D13	0.630	683
SPL197	E13	0.626	766
SPL198	F13	0.576	550
SPL199	G13	0.584	572
SPL200	H13	0.650	612
SPL201	I13	0.483	553
SPL202	J13	0.647	579
SPL203	K13	0.947	1658
SPL204	L13	0.967	1549
SPL205	M13	0.828	312
SPL206	N13	0.862	3127
SPL207	O13	0.620	296
SPL208	P13	0.809	1860
SPL209	A14	0.602	371
SPL210	B14	0.560	376
SPL211	C14	0.523	528
SPL212	D14	0.492	760
SPL213	E14	0.734	649
SPL214	F14	0.594	619
SPL215	G14	0.511	487
SPL216	H14	0.590	629
SPL217	I14	0.557	486
SPL218	J14	0.527	562
SPL219	K14	0.943	1482
SPL220	L14	0.931	1330
SPL221	M14	0.930	3361
SPL222	N14	0.832	1816
SPL223	O14	0.581	500
SPL224	P14	0.694	866
SPL225	A15	0.666	177
SPL226	B15	0.612	188
SPL227	C15	0.559	236
SPL228	D15	0.619	644
SPL229	E15	0.713	689
SPL230	F15	0.912	876
SPL231	G15	0.575	354
SPL232	H15	0.630	377
SPL233	I15	0.440	191
SPL234	J15	0.512	191
SPL235	K15	0.978	1526
SPL236	L15	1.005	853
SPL237	M15	0.813	2664
SPL238	N15	1.021	469
SPL239	O15	0.704	1550
SPL240	P15	1.004	453
SPL241	A16	0.591	177
SPL242	B16	0.606	432
SPL243	C16	0.566	616
SPL244	D16	0.559	394
SPL245	E16	0.130	11
SPL246	F16	0.628	537
SPL247	G16	0.579	218
SPL248	H16	0.634	699
SPL249	I16	0.594	241
SPL250	J16	0.534	344
SPL251	K16	0.990	871
SPL252	L16	0.973	1246
SPL253	M16	0.934	416
SPL254	N16	0.775	2803
SPL255	O16	0.929	410
SPL256	P16	0.654	796
SPL257	A17	0.580	30
SPL258	B17	0.614	51
SPL259	C17	0.555	206
SPL260	D17	0.609	267
SPL261	E17	0.597	190
SPL262	F17	0.799	816
SPL263	G17	0.582	189
SPL264	H17	0.560	175
SPL265	I17	0.499	311
SPL266	J17	0.660	324
SPL267	K17	0.992	832
SPL268	L17	1.087	972
SPL269	M17	0.786	298
SPL270	N17	0.677	402
SPL271	O17	0.724	250
SPL272	P17	0.894	944
SPL273	A18	0.591	149
SPL274	B18	0.562	113
SPL275	C18	0.593	268
SPL276	D18	0.576	170
SPL277	E18	0.709	291
SPL278	F18	0.595	166
SPL279	G18	0.836	528
SPL280	H18	0.593	184
SPL281	I18	0.600	217
SPL282	J18	0.571	180
SPL283	K18	1.069	756
SPL284	L18	0.538	179
SPL285	M18	0.914	2008
SPL286	N18	0.611	197
SPL287	O18	0.886	948
SPL288	P18	0.663	227
SPL289	A19	0.559	198
SPL290	B19	0.223	32
SPL291	C19	0.543	64
SPL292	D19	0.197	36
SPL293	E19	0.690	262
SPL294	F19	0.213	34
SPL295	G19	0.544	250
SPL296	H19	0.202	44
SPL297	I19	0.520	240
SPL298	J19	0.371	52
SPL299	K19	0.994	644
SPL300	L19	0.500	120
SPL301	M19	0.839	631
SPL302	N19	0.927	119
SPL303	O19	0.712	526
SPL304	P19	0.909	203
SPL305	A20	0.201	31
SPL306	B20	0.553	156
SPL307	C20	0.231	62
SPL308	D20	0.547	205
SPL309	E20	0.524	125
SPL310	F20	0.684	116
SPL311	G20	0.307	73
SPL312	H20	0.612	227
SPL313	I20	0.228	34
SPL314	J20	0.574	184
SPL315	K20	0.521	86
SPL316	L20	0.830	384
SPL317	M20	0.195	39
SPL318	N20	0.557	247
SPL319	O20	0.719	183
SPL320	P20	0.580	220
SPL321	A21	0.156	4
SPL322	B21	0.506	259
SPL323	C21	0.530	776
SPL324	D21	0.208	113
SPL325	E21	0.623	357
SPL326	F21	0.498	379
SPL327	G21	0.562	402
SPL328	H21	0.346	75
SPL329	I21	0.558	992
SPL330	J21	0.235	27
SPL331	K21	0.817	2043
SPL332	L21	0.424	35
SPL333	M21	0.529	1074
SPL334	N21	0.915	85
SPL335	O21	0.596	1459
SPL336	P21	0.610	37
SPL337	A22	0.332	124
SPL338	B22	0.536	883
SPL339	C22	0.253	182
SPL340	D22	0.479	1454
SPL341	E22	0.507	521
SPL342	F22	0.624	1296
SPL343	G22	0.356	173
SPL344	H22	0.555	1228
SPL345	I22	0.243	32
SPL346	J22	0.484	1125
SPL347	K22	0.488	288
SPL348	L22	0.929	2852
SPL349	M22	0.580	38
SPL350	N22	0.551	1163
SPL351	O22	0.783	45
SPL352	P22	0.539	1238
SPL353	A23	0.446	7
SPL354	B23	0.383	5
SPL355	C23	0.410	5
SPL356	D23	0.372	4
SPL357	E23	0.444	13
SPL358	F23	0.395	4
SPL359	G23	0.459	5
SPL360	H23	0.039	6
SPL361	I23	0.424	6
SPL362	J23	0.039	7
SPL363	K23	0.343	10
SPL364	L23	0.418	4
SPL365	M23	0.469	6
SPL366	N23	0.498	5
SPL367	O23	0.444	4
SPL368	P23	0.183	2
SPL369	A24	0.355	3
SPL370	B24	0.446	3
SPL371	C24	0.115	6
SPL372	D24	0.400	4
SPL373	E24	0.393	6
SPL374	F24	0.455	8
SPL375	G24	0.416	3
SPL376	H24	0.365	9
SPL377	I24	0.460	1
SPL378	J24	0.447	3
SPL379	K24	0.410	1
SPL380	L24	0.459	4
SPL381	M24	0.455	1
SPL382	N24	0.301	3
SPL383	O24	0.446	2
SPL384	P24	0.467	2

